Text,Category
چه کسانی مشمول بیمه مادران غیرشاغل می‌شوند؟,politic
سهم دولت از درآمد ارائه خدمات مکالمات ویدئویی هشت درصد تعیین شد,politic
دولت گام‌های خوبی برای استفاده از ظرفیت آفریقا برداشته است ,politic
برای حفظ ثبات امنیت آبراه‌های اقتصادی و تجاری به صورت تمام وقت تلاش می‌کنیم,politic
مهمترین اقدامات دولت سیزدهم اسفند ۱۴۰۱/توافق ایران و عربستان پس از ۷ سال,politic
مهمترین اقدامات دولت در سالی که گذشت/ وزرا چه گفتند؟,politic
وزرای خارجه ایران و عربستان طی روزهای آتی با یکدیگر دیدار می‌کنند,politic
ملت ایران همچنان بر عهد و پیمان خود با امام و نظام اسلامی پایبند و وفادار است,politic
توقیف کشتی خارجی حامل ۱۲۵ هزار لیتر سوخت در خلیج‌فارس,politic
هشدار نیروی دریایی ارتش به هواپیمای جاسوسی آمریکا,politic
امیرعبداللهیان: توجه به محیط‌زیست از دیرباز جزو فرهنگ ایرانیان بوده است,politic
کنعانی: خون شهیدان والامقام «حیدری» و «مهقانی» هدر نخواهد رفت,politic
رییس جمهور با سفر به چین تعاملات جدیدی را در روابط بین الملل بنیان نهاد,politic
رفع ناترازی از بودجه و نظام بانکی به مهار تورم می‌انجامد/ضرورت تقویت پیمان‌های پولی,politic
تقویت روابط با حوزه شرق در دولت سیزدهم در توسعه اقتصادی کشور تاثیرگذار است,politic
دولت سیزدهم همکاری با کشورهای منطقه و آفریقایی را گسترش داد,politic
توازن‌گرایی در سیاست خارجی از دستاوردهای مهم دولت سیزدهم است,politic
دیپلمات‌های ایرانی می‌توانند با جامعه هدف خود گفتگو و فشار غرب را مدیریت کنند,politic
دولت سیزدهم چگونه حق ایران را در ماراتن حقوقی لاهه گرفت؟,politic
دیپلماسی انرژی ایران با روسیه، ترکمنستان و قطر در دولت سیزدهم احیا شد,politic
مقداد مهقانی از مجروحان حمله رژیم صهیونیستی به حومه دمشق به شهادت رسید,politic
هوشیاری مردم و همراهی با رهبری به شکست دشمن در جنگ ترکیبی ختم شد,politic
صادرات غیر نفتی دولت سیزدهم به بالاترین میزان در ده سال گذشته رسید,politic
چشم‌انداز سیاست خارجی در حوزه اقتصادی در شرایط قابل قبولی است,politic
ظرف ۴۸ ساعت آینده با همتای سعودی درباره نهایی کردن زمان و مکان دیدارمان گفت‌وگو می کنم,politic
۱۲ فروردین مدل حکومت مردم‌سالاری دینی را به دنیا معرفی کرد,politic
یادداشت اعتراضی سفارت ایران نسبت به بی‌اخلاقی برخی رسانه‌های جمهوری آذربایجان,politic
فرزندان ملت ایران در سنگر دیپلماسی خود را موظف به حراست از منافع ملی کشور می‌دانند,politic
حجاب یک ضرورت دینی و امری قانونی است/ نگاه امام (ره) به رای مردم تشریفاتی نبود,politic
۱۲ فروردین از درخشان‌ترین ایام تاریخ انقلاب اسلامی ایران است,politic
رییس جمهور از خادمان قرآن کریم تجلیل کرد,politic
سی‌امین دوره نمایشگاه بین‌المللی قرآن کریم با حضور رئیس جمهور افتتاح شد,politic
نماینده مجلس خبرگان: ۱۲ فروردین، نقطه عطف تاریخ ایران اسلامی است,politic
رای دادگاه لاهه حقانیت ملت ایران در برابر غارتگری آمریکا را نشان داد,politic
گردشگری دریایی در سواحل جنوبی توسعه می‌یابد/ امیدواریم تعطیلی پنجشنبه‌ها اجرایی شود,politic
رای دادگاه لاهه حاصل تلاش دولت سیزدهم است/ آمریکا باید خسارت ما را بپردازد,politic
فرماندار پاکدشت: ۱۲ فروردین روز حاکمیت و اقتدار نظام است,politic
۱۲ فروردین روز ظهور اراده ملت ایران در استقرار مردم‌سالاری دینی است,politic
رئیس شورای هماهنگی تبلیغات اسلامی تهران: ۱۲ فروردین روز حاکمیت ارزش‌های اسلامی است,politic
پرچم جمهوری اسلامی ایران در ساحل خلیج فارس به اهتزاز درآمد,politic
رای دادگاه لاهه دستاوردی برای دولت و ملت ایران است,politic
مهمترین اقدامات دولت سیزدهم در بهمن‌ ۱۴۰۱/ از سفر رییس جمهور به چین تا مولدسازی دارایی‌ها,politic
پرونده ایران در دادگاه لاهه در دولت سیزدهم به ثمر نشست,politic
عضویت ایران در پیمان شانگهای زمینه‌ای برای مزیت‌سازی است,politic
آغاز سی‌امین نمایشگاه بین‌المللی قرآن در روز جمهوری اسلامی,politic
سیاست تقویت تعاملات دولت سیزدهم با همسایگان توانست نتایج مثبتی عائد کشور کند,politic
یک اتفاق بی‌سابقه در پاسخگویی روسای جمهور به مردم,politic
نماینده مجلس: فیلترینگ باید ضابطه مند شود,politic
واکنش توئیتری سخنگوی وزارت امور خارجه به اتهام‌زنی‌های جدید جمهوری آذربایجان,politic
وزارت دادگستری آمریکا در پی اتهام‌زنی‌های ضد ایرانی بدنبال ضبط سلاح‌های ادعایی,politic
تداوم دخالت آمریکا و تمدید استقرار ناوهواپیمابر جورج بوش در دریای مدیترانه,politic
تلاش‌های دولت نتیجه داد/آمریکا باید طی ۲ سال خسارات وارده به ایران را جبران کند  ,politic
تسلیت امیرعبداللهیان در پی درگذشت فرزند شهید حکیم و نوه امام موسی صدر,politic
دولت چگونه حق ایران را در ماراتن حقوقی لاهه گرفت؟,politic
حسینی: جنایات رژیم پهلوی باید از زبان مبارزان زندانی تببین شود,politic
سردار اشتری: پایداری امنیت کشور نشانه اقتدار ایران اسلامی است,politic
امام جمعه دماوند: پایداری جمهوری اسلامی به مردمی و اسلامی بودن آن است,politic
مهمترین اقدامات دولت سیزدهم در دی ماه ۱۴۰۱/تاسیس اتحادیه جهانی زنان تاثیرگذار,politic
امام جمعه اردستان:۱۲ فروردین از سرنوشت‌سازترین روزهای ایران اسلامی است,politic
امام جمعه موقت ورامین: شکرانه نعمت جمهوری اسلامی خدمت به مردم است,politic
امام جمعه کاشان:۱۲ فروردین از اعیاد ملی و مذهبی ملت ایران است,politic
یکی از مستشاران نظامی سپاه در سوریه به شهادت رسید,politic
امام جمعه بندرعباس: جمهوریت و اسلامیت، ارکان اصلی نظام هستند,politic
به بار نشستن دستورات ویژه رئیس‌جمهور از آزادسازی سواحل تا همسان سازی حقوق,politic
چند ماموریت و تکلیف رییس جمهور برای اعضای کابینه,politic
ابوترابی فرد: جمهوری اسلامی بر دو رکن امت و ملت استوار است,politic
امام جمعه قرچک: استقلال و آزادی ایران محصول حاکمیت اندیشه اسلامی است ,politic
امام جمعه پردیس: نقشه راه اقتصادی رهبر معظم انقلاب را با روحیه انقلابی محقق کنیم,politic
امام جمعه شهرری: رای مردم به جمهوری اسلامی رای به مردم سالاری و اسلامیت بود,politic
نماینده مجلس: مسئولان به پاس ایستادگی مردم بهترین خدمات را ارائه دهند,politic
واعظ آشتیانی: چینی‌ها بزرگترین شریکی بودند که شرایط تجارت با ایران را پذیرفتند,politic
ایران در حوزه گداخت هسته‌ای به قطب جهانی ‌تبدیل خواهد شد,politic
کنعانی: مقامات آذربایجان درباره همکاری‌های ضدایرانی با رژیم صهیونیستی توضیح دهند,politic
۱۲ فروردین نقطه عطفی در تاریخ سیاسی معاصر ایران,politic
تحقق ۹ برابری یک وعده‌ صادق در هرمزگان,politic
تهران-مسکو، روابطی به پیچیدگی تاریخ/اهداف چهارمین حضور امیرعبداللهیان در روسیه,politic
در اغتشاشات پاییز، آمریکا و برخی کشورها دچار خطا شدند,politic
۱۲ خادم قرآنی با حضور رئیس جمهور تجلیل می‌شوند,politic
انتخاب عنوان «مهار تورم و رشد تولید» هدف گذاری کلان اقتصاد ایران را مشخص کرد,politic
دولت سیزدهم توافقات خوبی با همسایگان شمالی منعقد کرده‌ است,politic
ایران حملات جدید رژیم صهیونیستی به سوریه را محکوم کرد,politic
واکنش متناقض آمریکا به رای دیوان بین‌المللی دادگستری درباره ایران,politic
وزیر امور خارجه: عمان همسایه و دوست قابل اعتماد ایران است,politic
بیانیه تبیینی وزارت کشور در خصوص مساله حجاب/عقب نشینی از ارزش های دینی صورت نخواهد گرفت,politic
اذعان پنتاگون به مجروح شدن ۱۲ آمریکایی در حمله به پایگاههایش در سوریه,politic
اطلاعیه معاونت حقوقی ریاست جمهوری درباره صدور رای صریح دادگاه لاهه علیه دولت آمریکا,politic
نماینده ویژه رئیس مجلس:ایجاد انضباط بانکی و مدیریت نقدینگی از عوامل مهار تورم است,politic
وزرای امور خارجه ایران و الجزایر بر تداوم همکاری های منطقه ای و بین المللی تاکید کردند,politic
ایران بر اساس دیدگاه راهبردی و سیاست‌های اصولی، راهکار بحران یمن را سیاسی می‌داند,politic
رای دیوان بین المللی دادگستری سند حقانیت ایران و مبین رفتارهای متخلفانه دولت امریکا است,politic
سفیر سابق ایران در سوریه به ارمنستان می‌رود,politic
کنعانی: برخی دنبال حاشیه‌سازی‌های ناشیانه هستند,politic
حسینی: دشمن در جنگ ترکیبی نهایت استفاده را از ابزار رسانه می‌کند,politic
مهمترین اقدامات دولت سیزدهم در آذر ۱۴۰۱/حضور سر زده در بازار سنندج و عبور از تنش آبی,politic
در همایش سراسری مدیران دولت چه گذشت؟,politic
دولت سیزدهم همکاری با کشورهای منطقه و آفریقایی را گسترش داد,politic
افزایش صادرات نفت با وجود تحریم‌ها از دستاوردهای دولت سیزدهم است,politic
نظام جمهوری اسلامی الگویی نمونه‌ از حکمرانی علوی است,politic
آغاز به‌کار سی‌امین نمایشگاه بین‌المللی قرآن کریم با حضور رئیس جمهور,politic
فرماندار ملارد: مسئولان باید برای تحقق شعار سال برنامه ریزی کنند,politic
روشنگری در بزنگاه؛ ۷۳۰ روز نبرد رسانه‌ای,politic
حضور مردم در صحنه، مشکلات بزرگ را حل می‌کند,politic
هیأت نظارت مجمع تشخیص مصلحت، مصوبه واردات خودروهای کارکرده سواری را حذف کرد,politic
توازن‌گرایی در سیاست خارجی از دستاوردهای مهم دولت سیزدهم است,politic
تلاش دولت سیزدهم برای رفع عطش چندین ساله کشور,politic
واکنش آمریکا به اظهارات وزیر خارجه ایران درباره مذکرات برجام,politic
ابراز تاسف ایران از بی‌تعهدی کشورهای توسعه یافته در قبال تغییرات اقلیمی,politic
امیرعبداللهیان‌ مسکو را به مقصد تهران‌ ترک کرد,politic
تولید نهاده‌های فناورانه مزیت البرز در بخش کشاورزی است,politic
افطاری با چاشنی همگرایی؛ سفرای ایران، عربستان و سوریه زیر سقف سفارت جمهوری اسلامی+فیلم,politic
گزارش توئیتری امیرعبداللهیان از دیدار و گفت وگو با لاوروف,politic
رییس دیوان محاسبات: مهمترین موضوع در مهار تورم، انضباط مالی در دستگاه‌های مختلف است,politic
اعلام نتایج بررسی علل بروز مشکلات پرداخت حقوق اسفند ماه و امتیازات قانون رتبه‌بندی,politic
سامانه صدور کارت هوشمند ملی در سفارت ایران در مسکو گشایش یافت,politic
شتاب گرفتن طرح احداث واحدهای ۲ و ۳ نیروگاه اتمی بوشهر,politic
دیدار امیرعبداللهیان با رئیس کمیسیون روابط خارجی دومای روسیه,politic
سامانه شفافیت آرای نمایندگان فعال شد,politic
امام جمعه کاشان:اخلاص و خدمت به مردم سرلوحه فعالیت مسئولان باشد,politic
رئیس‌جمهور پای صحبت دانشمندان/دغدغه‌ها و پیشنهادهای پژوهشگران پراستناد ایران چه بود؟,politic
مهمترین اقدامات دولت سیزدهم در آبان ماه / از حادثه شاهچراغ تا بدرقه ملی‌پوشان,politic
۶۵ مترمکعب آب در ثانیه به پیکره دریاچه ارومیه وارد می‌شود,politic
سران کشورها به آیت‌االه رئیسی فرا رسیدن نوروز را تبریک گفتند,politic
حجت الاسلام ابوترابی فرد خطیب این هفته نماز جمعه تهران شد,politic
لاوروف: تمام تحریم‌های غیرقانونی علیه ایران باید لغو شود,politic
امیرعبداللهیان:هرگونه تغییر در ژئوپولتیک منطقه را مردود می‌دانیم,politic
مردم ما ایثارگری را در مکتب اهل بیت (ع) آموخته‌اند,politic
آیت‌الله رئیسی: کارگروهی برای رصد و جلوگیری از تصمیمات و اقدامات تورم‌زا تشکیل شود,politic
عرب انصاری: در یوم‌الله ۱۲ فروردین ارزش‌های نظام اسلامی تبیین گردد,politic
نماینده کرمان: مجلس برای تحقق شعار سال در بحث نظارت قوی‌تر ظاهر شود,politic
لاوروف در دیدار با امیرعبداللهیان: روابط ایران و روسیه رو به جلو است,politic
در گام نهایی امضای معاهده همکاری‌های مشترک ایران و روسیه هستیم,politic
سفیر ایران میهمان ضیافت افطار سفیر عربستان در نروژ,politic
ارتباط با کشورهای آمریکای لاتین سیاست راهبردی دولت سیزدهم است,politic
رییس جمهور با سفر به چین تعاملات جدیدی را در روابط بین الملل بنیان نهاد,politic
استاندار آذربایجان غربی: دولت سیزدهم عمل‌گرا و پایبند به وعده‌هاست,politic
معاون رئیس جمهور: تعامل دولت سیزدهم با مجلس قابل مقایسه با دوره‌های گذشته نیست,politic
مذاکرات رفع تحریم‌ها و تغییر تاکتیک حریف در نیمه دوم,politic
رئیس جمهور: دانشمندان علاوه بر تلاش‌های علمی برای رفع مشکلات کشور راهکار ارائه کنند,politic
امیرعبداللهیان: برجام یکی از موضوعات‌ مذاکراتم با لاوروف است,politic
امیرعبداللهیان وارد مسکو شد,politic
امام جمعه کاشان:خطبه های نماز جمعه باید دل ها را آرام و امیدآفرین باشد,politic
جدال سناتور آمریکایی با وزیر دفاع بایدن بر سر تعداد حملات به پایگاههای آمریکا,politic
ادعاهای رئیس ستاد مشترک ارتش آمریکا علیه برنامه هسته ای ایران,politic
اسرائیل تنها جایی است که آمریکا صادقانه نسبت به امنیت آن متعهد است,politic
امیرعبداللهیان راهی روسیه شد,politic
نامه شورای تبیین مواضع بسیج دانشجویی کشور خطاب به رئیس جمهور فرانسه,politic
منصوری: کارگروهی در دولت برای تحقق شعار سال تشکیل شد,politic
مرتضوی: تلاش می‌کنیم تولیدات شرکت‌های صندوق‌های بازنشستگی افزایش قیمتی نداشته باشند,politic
میرکاظمی: می‌توانیم تورم را به زیر ۳۰ درصد برسانیم,politic
وزیر نفت: پروژه‌های خوبی برای افزایش تولید نفت و گاز تعریف شده است,politic
فرزین: تلاش می‌کنیم نرخ تورم را به کانال ۲۰ تا ۳۰ درصد برسانیم,politic
تخصیص بیش از ۲ هزار میلیارد تومان اعتبار عمرانی سفر رییس جمهور به آذربایجان غربی,politic
سامانه جامع «ارزیابی پرتوگیری مردم» رونمایی می‌شود,politic
ماموریت ویژه رئیس‌جمهور به وزیر کار؛ اشتغال‌آفرینی در استان‌های دارای آمار بیکاری بالاتر,politic
۳۵۰ نقطه حادثه خیز به‌ویژه در مناطق صعب‌العبور اصلاح و یا رفع شد,politic
رییس ستاد انتفاضه: صحنه عقب‌نشینی رژیم صهیونیستی شدت گرفته است,politic
دیپلماسی انرژی ایران با روسیه، ترکمنستان و قطر در دولت سیزدهم احیا شد,politic
تکمیل زیرساخت‌ها و تغییر چهره فرهنگی از اشرافی به مردمی پیگیری می‌شود,politic
مهمترین اقدامات دولت سیزدهم در مهرماه ۱۴۰۱/از حضور در سیکا تا لغو روادید گردشگری,politic
تداوم ممنوعیت واردات خودروهای سواری کارکرده، مصوبه مجلس است,politic
سردار پاکپور: با توسعه امنیت بدنبال رونق اقتصادی در منطقه هستیم,politic
نماینده مجلس: آب، چالش و اولویت اصلی استان اردبیل است,politic
امیرعبداللهیان : درهای مذاکرات هسته‌ای برای همیشه باز نخواهد ماند,politic
رد شایعات فضای مجازی مبنی بر طرح مجلس برای مقابله با بدحجابی,politic
آتش در خانه آتش‌افروزان اشغالگر افتاده است,politic
حضور مستشاری جمهوری اسلامی ایران در سوریه به درخواست دولت این کشور است,politic
ایران هتک حرمت قرآن کریم در دانمارک را محکوم کرد,politic
تماس تلفنی مشاور امنیت ملی هند با دریابان شمخانی,politic
مجلس نقش مهمی در مهار تورم دارد,politic
سفیر جدید جمهوری اسلامی ایران در سوریه با وزیر خارجه دیدار کرد,politic
مخبر: مهار تورم از طریق رشد اقتصادی و مردمی‌سازی اقتصاد به دست می‌آید,politic
به اراده ملت فرانسه احترام بگذارید و از آنها حمایت کنید,politic
شمخانی: محدودیتی برای تقویت و گسترش مناسبات با کشورهای همسایه قائل نیستیم,politic
کمال خرازی: پیشبرد روابط خارجی کشور در هماهنگی کامل انجام می‌گیرد,politic
ضرورت برجسته‌سازی نقش کاربرد پرتوها در جامعه /حامی بخش خصوصی هستیم,politic
امیرعبداللهیان با وزیر مشاور در امور خارجه قطر دیدار کرد,politic
مصوبات سفرهای استانی برای خوش‌نشین‌ها نیست,politic
بیش از ۸۵ درصد درخواست‌های مردمی به نتیجه رسید/ نقطه تلاقی مردم و دولت هستیم,politic
تصویب آخرین اصلاحات آیین‌نامه اجرایی مولدسازی دارایی‌های دولت,politic
۱۲ فروردین زمان مناسبی برای بیان دستاوردهای نظام است,politic
مهمترین اقدامات دولت در شهریور ۱۴۰۱/ از عضویت در شانگهای تا حضور متفاوت در نیویورک,politic
پورابراهیمی: رفع ناترازی از بودجه و نظام بانکی به مهار تورم می‌انجامد,politic
سال گذشته چهار هزار میلیارد تومان به پروژه‌های عمرانی کردستان تخصیص یافت,politic
مسئولان از فرصت مسئولیت برای خدمت شایسته به مردم استفاده کنند,politic
جلوی اضافه برداشت بانک‌ها گرفته شود/ مدیران شرکت‌هایی که ارزشان را برنگردانند عزل می‌شوند,politic
امیرعبداللهیان: بزودی با وزیر خارجه روسیه دیدار خواهم داشت,politic
احزاب در سالی که گذشت؛ از دیدارهای سیاسی تا ائتلاف‌های جدید,politic
عضو هیات رییسه خبرگان: نظارت برای تحقق شعار سال ضروری است,politic
نماینده مجلس: کاهش تورم نیازمند تقویت پیمان‌های پولی است,politic
سال ۱۴۰۱ قرچک، امید به بازشدن گره پیشرفت در سایه سفر رئیس جمهور,politic
وزیران خارجه ایران و عربستان گفت وگو کردند,politic
گفتگوی تلفنی وزیر امور خارجه ایران با وزیر خارجه و همکاری‌های بین‌المللی لیبی,politic
پیام تبریک معاون اول رئیس جمهور به مناسبت قهرمانی تیم ملی فوتبال ساحلی,politic
دولت خود را ملزم می‌داند برای مهار تورم و در جهت تحقق شعار سال گام بردارد,politic
گفتگوی تلفنی وزرای امور خارجه ایران و سوریه,politic
پیام تسلیت رئیس جمهور به مناسبت درگذشت استاد سمیعی گیلانی,politic
گفتگوی تلفنی وزرای امور خارجه ایران و  مالزی,politic
وزیر امورخارجه میهمان تور پیاده‌روی میدان مشق شد,politic
خوزستان مقصد نخستین سفر استانی رئیس جمهور در سال ۱۴۰۲,politic
 مصوبه اختصاص پاداش به مشترکان کم مصرف آب ابلاغ شد,politic
اختصاص سهام عدالت به جاماندگان ابلاغ شد/واگذاری سهم دولت در بانک‌های ملت، تجارت و صادرات,politic
نماینده اردستان:اصلاحات تقسیمات جدید شهرستان مصوب شد,politic
آیین نامه شورای عالی استاندارد هسته‌ای تدوین شد,politic
قیمت تضمینی برگ سبز چای ابلاغ شد,politic
شانگهای و جستجوی منافع ایران در آسیا,politic
معاون اجرایی رئیس‌جمهور پاسخگوی تماس‌های مردم شد,politic
لزوم ایجاد یک صرافی شاخص در سوریه,politic
رهبر انقلاب اسلامی ۱۵میلیارد ریال برای آزادی زندانیان جرایم غیرعمد اختصاص دادند,politic
دولت سیزدهم در مهار بیماری کرونا عملکرد قابل قبولی داشت,politic
دولت بایدن بر مدار دیپلماسی یا فشار حداکثری/ از سرگیری مذاکرات با ایران؛ دور یا نزدیک؟,politic
آیت‌الله رئیسی : انسان در زندگی خود نباید تسلیم محدودیت‌ها شود,politic
۶ اقدام موثر دولت در حوزه ارتباطات؛ از ۶ پرتاب فضایی تا توسعه دولت هوشمند,politic
بودجه عمرانی کشور ۲۶ درصد افزایش یافت,politic
مهمترین اقدامات دولت در مرداد ۱۴۰۱/از آیین‌نامه واردات خودرو و همگانی شدن بیمه ناباروری,politic
ایران حمله آمریکا به اهداف غیرنظامی در شهر دیرالزور سوریه را محکوم کرد,politic
رییس جمهور: مهار تورم و رشد تولید برنامه دائم دولت تا تحقق آن است,politic
 آیت‌الله رئیسی: سال ۱۴۰۲ سال تداوم تلاش مضاعف و شبانه‌روزی دولت برای خدمتگزاری است,politic
دیپلمات‌های ایرانی می‌توانند با جامعه هدف خود گفتگو و فشار غرب را مدیریت کنند,politic
حمله به پایگاه‌هایی که با درخواست دولت سوریه ایجاد شده با پاسخ متقابل روبه‌رو خواهد شد,politic
هم‌عهدان سلیمانی در بهار قرآنی چه کردند!,politic
۷۰ هزار میلیارد ریال برای تامین تجهیزات امدادی کشور اختصاص یافت,politic
رونمایی از سند بومی‌سازی سوخت هسته‌ای در ماه‌های آتی,politic
بروجردی: سیاست ایران در قبال چین با برجام یا بدون آن تغییری ندارد,politic
فرماندار: مسئولان قرچک برای تحقق شعار سال هم قسم شده‌اند,politic
سخنگوی وزارت خارجه: وزرای زن و فمینیست اروپا، کانادا و استرالیا کجا هستند؟,politic
مهم ترین اقدامات دولت در تیر ۱۴۰۱/از میزبانی مذاکرات آستانه تا شرکت در بریکس پلاس,politic
کنعانی: خشم نتانیاهو و سوناک از تحولات مثبت در منطقه عجیب نیست,politic
۱۲ مصوبه شهرسازی/ از بافت تاریخی شیراز تا بلندمرتبه سازی در سرخرود,politic
۲۸۰۰ میلیارد ریال به تعمیر بالگردهای جمعیت هلال احمر اختصاص یافت,politic
نماینده مجلس: دولت دیپلماسی عزتمند را بخوبی اجرا کرده است,politic
تلخ و شیرین محیط زیست ایران ۱۴۰۱ از زبان سلاجقه,politic
اعزام بیش از ۳۱ هزار زائر استان بوشهر به مناطق عملیاتی,politic
شرط دولت سیزدهم برای اروپا,politic
ابعاد فاجعه‌بار بحران اوکراین در ۱۴۰۱,politic
روابط ایران و چین در ۱۴۰۱؛ بهار در زمستان,politic
برگزاری جشن نوروزی ایرانیان در روسیه,politic
گفتگوی تلفنی وزیران خارجه ایران و عمان پیرامون لغو تحریم‌ها,politic
امیر عبداللهیان: سرکوب تظاهرات مسالمت آمیز مردم فرانسه را قویا محکوم می کنیم ,politic
پیام تسلیت رئیس جمهور به مناسبت درگذشت والده مسئول نهاد نمایندگی رهبری در دانشگاهها,politic
امام جمعه شهرری: رهبر معظم انقلاب نیازهای جامعه را در قالب شعار سال بیان می‌کنند,politic
امام جمعه اردستان: ورود مردم به میدان، مشکلات اقتصادی را رفع می‌کند,politic
امام جمعه کاشان: شعار سال باید به گفتمان تبدیل شود,politic
امام جمعه قرچک: جمهوری اسلامی مقتدرانه در مسیر پیشرفت قرار دارد,politic
امام جمعه پردیس: رهبر معظم انقلاب با اعلام شعار سال نقشه حرکت یکسال کشور را ترسیم می‌کنند,politic
امام جمعه موقت تهران: دولت سیزدهم با وجود جنگ ترکیبی دستاوردهای قابل توجهی داشته است,politic
رویت هلال همسایگی؛ از عربستان تا ارتباط با آفریقا و آمریکای لاتین,politic
تدوین سند راهبردی پژوهش هسته‌ای/ تجاری‌سازی پروژه‌ها با دیدگاه صنعتی محور,politic
سخنگوی دولت: در ماه رمضان ساعت کار ادارات بین ۷ تا ۹ صبح شناور است,politic
اعلام یک دعوت رسمی و نخستین تماس رئیسی در ۱۴۰۲,politic
مهمترین اقدامات دولت در خرداد۱۴۰۱/از شراکت‌ اقتصادی با عمان تا میزبانی از سه رئیس جمهور,politic
کنعانی: دولت فرانسه باید با مردم خود گفتگو کند,politic
پیوستن ایران به جمع اعضای اصلی سازمان همکاری شانگهای,politic
میدان‌داری‌ میدانی‌ترین مردِ دولت,politic
مهار تورم و رشد تولید یک مطالبه جدی مردمی است,politic
مخبر: دولت برای بی‌اثر کردن تحریم‌ها برنامه دارد,politic
رهبر انقلاب: هدف از تلاوت قرآن تأثیرگذاری بر شنوندگان آن باشد,politic
گفت‌وگوی تلفنی امیرعبداللهیان و نخست وزیر قطر,politic
روزانه تا ۱۰ هزار نفر از نمایشگاه هوایی دزفول بازدید کردند,politic
مخبر: تکمیل پروژه‌های بیمارستانی با ظرفیت توریست درمانی در اولویت قرار می گیرند,politic
بازدید مخبر از بیمارستان و کارخانه قند دزفول و یک واحد تولیدی را قارچ,politic
اتمام سرآمدترین بیمارستان‌ ایران و منطقه در دولت سیزدهم,politic
افتتاح پالایشگاه پارس جنوبی، ایرانی‌ترین فاز صنعت گازی در دولت مردمی,politic
واکنش سخنگوی وزارت امور خارجه به رفتار متناقض غربی‌ها,politic
خشونت آشکار، نتیجه اسلام‌هراسی سیستماتیک در غرب است,politic
تنها تولیدکننده مواد سوخت هسته‌ای در منطقه هستیم/ برنامه‌ریزی برای افزایش تولید کیک زرد,politic
واکنش ایران به بیانیه نشست وزرای خارجه شورای همکاری خلیج فارس,politic
اتمام ابرپروژه آبرسانی غدیر در خوزستان توسط دولت سیزدهم,politic
نماینده مجلس: عمل به شعار سال ،شکوفایی اقتصاد کشور را به همراه دارد,politic
محفل انس با قرآن کریم در اولین روز ماه مبارک رمضان با حضور رهبر انقلاب,politic
نماینده مجلس :انتقال پساب تهران به پاکدشت یک طرح ملی است,politic
مهم‌ترین اقدامات دولت در اردیبهشت ۱۴۰۱/ از وصول کل درآمد فروش نفت تا افزایش یارانه,politic
اولین نماز جمعه تهران در سال ۱۴۰۲ به امامت آیت‌الله صدیقی اقامه می‌شود,politic
سالی که بر ایران گذشت و آنهایی که ناکام درگذشتند,politic
هوشیاری مردم و همراهی با رهبری به شکست دشمن در جنگ ترکیبی ختم شد,politic
وزیر خارجه آمریکا: دیپلماسی هنوز موثرترین روش در قبال ایران است,politic
امیرعبداللهیان: ایران مخالف تداوم جنگ در اوکراین است,politic
وزیر خارجه عربستان ماه مبارک رمضان را به امیرعبداللهیان تبریک گفت,politic
امیرعبداللهیان از میزبانی اتریش در جریان گفت وگو برای لغو تحریم‌ها تشکر کرد,politic
روایت باقری از مذاکره با سه کشور اروپایی,politic
پیام تبریک امیرعبداللهیان برای آغاز ماه رمضان به وزرای امور خارجه کشورهای اسلامی,politic
پیام تبریک وزیر امور خارجه کرواسی به مناسبت نوروز,politic
وزیر کشور آخرین وضعیت مناطق زلزله زده انبارالوم را جویا شد,politic
انتقال ۲۶ ایرانی محبوس در زندان‌های ترکیه به ایران,politic
دفتر رهبر معظم انقلاب: فردا پنجشنبه اول ماه مبارک رمضان است,politic
سیاست همسایگی یعنی ایران همواره پای ثابت صلح و ثبات در منطقه است,politic
معاون اول رئیس جمهور به جمع کاروان‌های راهیان نور پیوست,politic
پیگیری تلفنی معاون اول رئیس جمهور از مناطق زلزله زده گلستان,politic
وزیر تعاون: دولت سیزدهم مصمم بر مهار تورم است,politic
باقری: گسترش روابط با همسایگان اولویت سیاست خارجی ایران است,politic
مهم ترین اقدامات دولت در فروردین ۱۴۰۱/ اعلام اسامی ابر بدهکاران و تلاش برای رفع فقر مطلق,politic
دوم فروردین یادآور عروج ۲۲ شیرمرد شهرستان گناوه در عملیات فتح المبین,politic
وزرای خارجه ایران و استرالیا بر تداوم دیپلماسی دو کشور تاکید کردند,politic
آیت‌الله رئیسی حلول ماه مبارک رمضان را به سران کشورهای اسلامی تبریک گفت,politic
سفیر ایران در الجزایر استوارنامه خود را تقدیم کرد,politic
تاکید رهبر انقلاب برای مهار تورم در راستای توسعه عدالت اجتماعی و اقتصادی است,politic
دولت آمریکا صلاحیت سخن گفتن از حقوق بشر در دیگر کشورها ندارد,politic
نقشه راه واگذاری فعالیت‌های صنعتی و اقتصادی دولتی به بخش خصوصی در حال تدوین است,politic
وحیدی: وزارت کشور همیشه سعی کرده در میدان باشد,politic
دیپلماسی اقتصادی دولت سیزدهم به رشد تولید می‌انجامد,politic
مهمترین اقدامات دولت در سال ۱۴۰۱ چه بود؟,politic
رایزنی وزیران خارجه ایران و کویت درباره روابط دوجانبه و مسائل منطقه ای,politic
وزیر خارجه آمریکا از قدرت پهپادی ایران ابراز نگرانی کرد,politic
